,Watershed,Subsubwatershed,Product,Areaini,Areareproj,Surfmax,Surfmin,Surfavg,max,min,avg,Surfcloudmax,Surfcloudmin,Surfcloudavg,Surfbadpixmax,Surfbadpixmin,Surfbadpixavg,date
77,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.1073293366482388,0.1073293366482388,0.1073293366482388,0.6249,0.6249,0.6249,71.74966154934769,62.03635658268208,66.89300906601488,0.0,0.0,0.0,2017-09-13
78,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,7.566718233700842,5.044478822467228,6.305598528084035,0.0,0.0,0.0,2007-12-18
79,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,118.6525816646281,100.78224711269633,109.7174143886622,0.0,0.0,0.0,2010-08-12
80,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,128.79520397788667,113.661767510485,121.22848574418585,0.0,0.0,0.0,2013-07-27
81,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.5366466832411945,0.1073293366482388,0.3219880099447166,0.0,0.0,0.0,2002-01-03
82,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-06
83,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,81.1409785060686,66.86617673185283,74.00357761896072,0.0,0.0,0.0,2015-05-24
84,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-24
85,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-18
86,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,4.561496807550153,3.219880099447167,3.89068845349866,0.0,0.0,0.0,2011-05-08
87,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-02-17
88,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,42.07309996610965,34.07706438581585,38.07508217596275,0.0,0.0,0.0,2011-09-29
89,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,78.45774508986263,69.33475147476231,73.89624828231247,0.0,0.0,0.0,2000-09-12
90,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-21
91,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0536646683241194,0.0536646683241194,0.0536646683241194,0.4147,0.4147,0.4147,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-03
92,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-22
93,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,178.59601618266953,152.62231671379573,165.60916644823263,0.0,0.0,0.0,2000-06-24
